sec,PD,PS,TD,TS,T.Top,T.Bottom,T.Cond in,T Cond mid,T Cond Out,Air in Cond,Ait Out Cond,Ambient outdoor,Speed Comp,label
0.0,1.18,0.83,26.7,31.35,41.1,35.05,23.25,22.6,23.95,23.75,24.5,23.8,0.0,Unlabeled
5.0,1.18,0.83,26.65,31.35,41.1,35.05,23.3,22.7,24.0,24.0,24.65,23.9,0.0,Unlabeled
10.0,1.18,0.83,27.05,31.35,41.05,35.05,23.3,22.8,24.0,24.15,24.7,23.95,0.0,Unlabeled
15.0,1.18,0.83,26.9,31.35,41.05,35.05,23.3,22.85,24.0,24.15,24.95,24.05,0.0,Unlabeled
20.0,1.18,0.83,26.75,31.35,41.05,35.05,23.3,22.95,24.0,24.1,25.1,24.15,0.0,Vibration Spike
25.0,1.19,0.83,26.9,31.35,41.0,35.05,23.3,23.0,24.0,24.2,25.05,24.2,0.0,Vibration Spike
30.0,1.19,0.83,26.6,31.35,41.0,35.05,23.3,23.05,24.0,24.25,25.05,24.25,0.0,Vibration Spike
35.0,1.19,0.83,27.0,31.3,40.95,35.0,23.3,23.15,24.0,24.3,25.0,24.25,0.0,Vibration Spike
40.0,1.19,0.83,27.45,31.3,40.9,35.0,23.3,23.2,24.0,24.2,25.2,24.3,0.0,Vibration Spike
45.0,1.19,0.83,27.55,31.3,40.85,34.9,23.3,23.25,23.95,24.2,25.15,24.25,0.0,Vibration Spike
50.0,1.19,0.83,27.55,31.3,40.9,35.0,23.35,23.35,24.05,24.05,25.05,24.2,0.0,Vibration Spike
55.0,1.19,0.83,27.6,31.3,40.85,35.0,23.35,23.35,24.05,23.9,25.05,24.15,0.0,Vibration Spike
60.0,1.19,0.83,27.5,31.3,40.8,34.95,23.35,23.35,24.05,23.7,24.9,24.0,0.0,Vibration Spike
65.0,1.18,0.83,27.6,31.3,40.8,34.95,23.4,23.4,24.1,23.55,24.8,23.9,0.0,Vibration Spike
70.0,1.18,0.83,27.45,31.3,40.75,34.95,23.4,23.35,24.1,23.45,24.6,23.8,0.0,Vibration Spike
75.0,1.18,0.83,27.35,31.25,40.65,34.9,23.35,23.3,24.1,23.25,24.4,23.6,0.0,Vibration Spike
80.0,1.18,0.83,27.5,31.25,40.65,34.9,23.35,23.25,24.2,23.1,24.3,23.45,0.0,Vibration Spike
85.0,1.18,0.84,27.35,31.3,40.65,34.9,23.35,23.15,24.25,22.85,24.25,23.3,0.0,Vibration Spike
90.0,1.17,0.84,28.45,31.65,40.65,35.1,23.6,23.1,24.4,22.7,23.95,23.15,0.0,Vibration Spike
95.0,1.57,0.65,37.9,25.65,41.7,35.45,35.15,23.45,24.1,22.7,25.6,22.9,13.52,Vibration Spike
100.0,1.82,0.57,47.9,24.75,44.65,36.6,45.0,26.6,23.95,22.65,28.25,22.85,51.24,Vibration Spike
105.0,1.93,0.51,52.05,24.7,48.2,37.65,49.6,34.05,24.35,22.55,31.1,22.9,59.63,Vibration Spike
110.0,1.94,0.47,54.05,24.95,51.6,38.5,52.0,37.85,27.0,22.55,33.55,22.95,60.22,Vibration Spike
115.0,1.89,0.44,55.6,25.2,55.1,39.0,53.55,39.15,35.0,22.75,34.5,23.15,60.3,Vibration Spike
120.0,1.85,0.41,56.95,25.5,57.95,39.55,54.9,39.8,36.45,22.8,35.55,23.4,60.28,Vibration Spike
125.0,1.82,0.38,58.0,25.7,60.45,40.05,56.05,40.25,37.3,22.95,35.6,23.6,60.27,Vibration Spike
130.0,1.79,0.35,58.85,25.8,62.6,40.5,57.0,40.4,37.35,23.05,35.75,23.7,60.27,Vibration Spike
135.0,1.77,0.32,59.85,25.8,64.55,40.9,57.85,40.35,38.1,23.3,36.35,23.8,60.27,Vibration Spike
140.0,1.75,0.31,60.75,25.9,66.45,41.25,58.7,39.75,38.35,23.5,35.4,24.05,60.26,Vibration Spike
145.0,1.73,0.31,61.5,26.05,68.15,41.7,59.55,39.1,38.0,23.7,35.75,24.2,60.25,Vibration Spike
150.0,1.72,0.31,62.45,26.15,69.75,42.0,60.35,39.0,37.5,23.85,35.3,24.35,60.22,Vibration Spike
155.0,1.72,0.31,63.05,26.2,71.1,42.25,61.1,38.95,37.65,24.2,35.8,24.5,60.23,Vibration Spike
160.0,1.72,0.31,63.8,26.25,72.3,42.55,61.75,38.75,37.75,24.35,35.85,24.75,60.23,Vibration Spike
165.0,1.72,0.3,64.45,26.3,73.55,42.95,62.4,38.8,37.6,24.5,36.1,24.95,60.23,Vibration Spike
170.0,1.72,0.3,65.1,26.35,74.7,43.35,63.15,38.9,37.7,24.7,36.0,25.1,60.23,Vibration Spike
175.0,1.73,0.3,65.7,26.35,75.75,43.75,63.75,38.75,37.7,24.8,36.6,25.3,60.22,Vibration Spike
180.0,1.75,0.3,66.4,26.35,76.7,44.1,64.35,38.8,37.7,24.85,36.0,25.45,60.22,Vibration Spike
185.0,1.76,0.3,67.1,26.4,77.7,44.5,65.0,38.9,37.7,25.1,36.3,25.5,60.21,Vibration Spike
190.0,1.78,0.31,67.7,26.45,78.6,44.8,65.65,38.85,37.6,25.0,36.05,25.5,60.2,Vibration Spike
195.0,1.79,0.32,68.35,26.55,79.5,45.3,66.35,38.95,37.75,25.0,36.4,25.45,60.2,Vibration Spike
200.0,1.81,0.33,69.05,26.55,80.3,45.7,67.1,38.95,37.85,24.95,36.25,25.55,60.2,Vibration Spike
205.0,1.83,0.33,69.65,26.55,81.05,46.1,67.75,39.0,38.05,24.75,36.6,25.4,60.2,Vibration Spike
210.0,1.85,0.34,70.2,26.55,81.8,46.55,68.4,38.95,38.2,24.65,36.4,25.4,60.21,Vibration Spike
215.0,1.87,0.34,70.85,26.6,82.45,47.0,69.0,38.95,38.35,24.7,36.35,25.35,60.2,Vibration Spike
220.0,1.87,0.35,71.5,26.55,83.1,47.4,69.6,39.05,38.3,24.6,36.5,25.4,60.21,Vibration Spike
225.0,1.87,0.35,72.05,26.6,83.85,47.95,70.15,39.25,38.15,24.65,36.6,25.3,60.22,Vibration Spike
230.0,1.86,0.35,72.5,26.6,84.45,48.45,70.7,39.5,38.0,24.65,36.7,25.25,60.23,Vibration Spike
235.0,1.84,0.35,73.05,26.6,85.0,48.9,71.15,39.75,38.15,24.65,36.65,25.3,60.23,Vibration Spike
240.0,1.84,0.35,73.4,26.6,85.4,49.35,71.6,40.05,38.4,24.4,36.45,25.15,60.23,Vibration Spike
245.0,1.83,0.34,73.85,26.55,85.85,49.8,72.1,40.3,38.65,24.35,36.8,25.2,60.23,Vibration Spike
250.0,1.83,0.34,74.2,26.45,86.15,50.2,72.5,40.45,38.9,24.2,37.0,25.1,60.23,Vibration Spike
255.0,1.83,0.34,74.6,26.4,86.45,50.6,72.85,40.55,39.0,24.05,37.1,25.25,60.23,Vibration Spike
260.0,1.83,0.34,75.0,26.35,86.95,51.05,73.25,40.6,38.95,23.9,37.8,25.15,60.23,Vibration Spike
265.0,1.83,0.33,75.35,26.25,87.3,51.5,73.6,40.55,38.85,24.05,37.3,25.05,60.22,Vibration Spike
270.0,1.83,0.33,75.75,26.15,87.65,51.9,73.9,40.6,38.6,24.05,36.8,25.15,60.22,Vibration Spike
275.0,1.85,0.31,76.2,26.0,88.05,52.25,74.4,40.7,38.6,24.05,37.35,25.05,61.94,Vibration Spike
280.0,1.85,0.31,76.75,25.9,88.65,52.65,74.9,40.95,38.85,23.9,37.1,25.2,68.37,Vibration Spike
285.0,1.85,0.3,77.2,25.8,89.1,53.05,75.3,41.0,38.95,23.9,37.7,24.95,67.85,Vibration Spike
290.0,1.83,0.3,77.65,25.7,89.6,53.5,75.85,41.05,38.9,23.95,37.65,25.0,67.22,Vibration Spike
295.0,1.82,0.3,78.05,25.6,90.0,53.9,76.2,41.0,38.9,23.9,38.15,25.0,66.47,Vibration Spike
300.0,1.81,0.3,78.4,25.45,90.45,54.25,76.55,40.8,38.85,23.75,37.6,25.05,65.64,Vibration Spike
305.0,1.82,0.29,78.8,25.35,90.5,54.6,76.9,40.6,39.05,23.7,37.3,25.05,65.68,Vibration Spike
310.0,1.82,0.29,79.15,25.25,90.95,55.05,77.4,40.45,39.05,23.6,37.6,25.1,66.05,Vibration Spike
315.0,1.83,0.29,79.55,25.05,91.6,55.35,77.75,40.2,39.05,23.55,37.2,25.05,66.57,Vibration Spike
320.0,1.84,0.29,80.0,24.95,92.05,55.65,78.1,39.95,39.05,23.55,37.25,25.2,67.21,Vibration Spike
325.0,1.85,0.29,80.4,24.8,92.45,56.0,78.5,39.7,38.85,23.5,37.3,25.05,67.46,Vibration Spike
330.0,1.85,0.29,80.75,24.6,92.65,56.25,78.95,39.6,38.65,23.55,37.05,25.0,67.71,Vibration Spike
335.0,1.85,0.29,81.15,24.5,93.25,56.6,79.3,39.45,38.45,23.4,37.0,25.0,67.61,Vibration Spike
340.0,1.85,0.28,81.5,24.25,93.6,56.95,79.65,39.3,38.05,23.4,37.1,24.9,67.23,Vibration Spike
345.0,1.84,0.28,81.85,24.15,93.95,57.25,80.0,39.15,37.8,23.3,36.95,24.8,67.3,Vibration Spike
350.0,1.84,0.28,82.2,24.05,94.3,57.6,80.3,39.1,37.45,23.2,36.7,24.75,67.72,Vibration Spike
355.0,1.84,0.28,82.5,23.9,94.5,58.05,80.7,39.25,37.3,23.4,36.75,24.85,68.26,Vibration Spike
360.0,1.83,0.28,82.8,23.75,94.75,58.4,81.0,39.5,37.3,23.2,37.1,24.85,69.03,Vibration Spike
365.0,1.83,0.28,83.2,23.6,94.9,58.75,81.3,39.8,37.65,23.25,37.4,24.8,70.11,Vibration Spike
370.0,1.84,0.28,83.55,23.4,95.15,59.15,81.65,40.15,37.95,23.25,37.2,24.7,71.55,Vibration Spike
375.0,1.84,0.28,83.95,23.25,95.35,59.5,82.05,40.45,38.35,23.2,37.6,24.8,72.62,Vibration Spike
380.0,1.84,0.28,84.15,23.05,95.6,59.85,82.35,40.8,38.55,23.25,38.05,24.85,73.22,Vibration Spike
385.0,1.85,0.28,84.5,22.85,95.75,60.25,82.7,41.0,38.8,23.2,38.15,24.85,73.58,Vibration Spike
390.0,1.84,0.28,84.75,22.65,95.95,60.6,83.0,41.1,39.05,23.25,38.45,24.8,73.67,Vibration Spike
395.0,1.84,0.28,85.0,22.45,95.75,61.0,83.35,41.15,39.2,23.25,37.9,24.8,73.56,Vibration Spike
400.0,1.83,0.27,85.3,22.3,95.95,61.45,83.6,41.15,39.35,23.25,38.15,24.9,73.24,Vibration Spike
405.0,1.82,0.27,85.5,22.1,96.35,61.8,83.75,41.05,39.3,23.1,38.25,24.9,72.88,Vibration Spike
410.0,1.81,0.27,85.7,21.9,96.45,62.1,83.95,40.85,39.2,23.2,38.35,25.0,72.15,Vibration Spike
415.0,1.81,0.26,85.85,21.8,96.55,62.5,84.15,40.7,39.0,23.2,37.55,24.85,71.32,Vibration Spike
420.0,1.8,0.26,85.9,21.6,96.35,62.8,84.35,40.5,38.9,23.1,37.65,24.9,70.45,Vibration Spike
425.0,1.8,0.26,86.1,21.5,96.45,63.2,84.45,40.2,38.7,23.05,37.6,24.85,69.58,Vibration Spike
430.0,1.8,0.26,86.3,21.35,96.95,63.45,84.55,39.85,38.35,23.0,37.5,24.9,69.18,Vibration Spike
435.0,1.8,0.26,86.5,21.15,97.1,63.8,84.8,39.5,38.15,23.1,36.95,24.9,69.0,Vibration Spike
440.0,1.81,0.26,86.7,21.0,97.25,64.0,85.0,39.3,37.95,23.05,36.6,24.9,69.65,Vibration Spike
445.0,1.82,0.26,86.9,20.9,97.45,64.35,85.2,39.15,37.9,23.15,36.85,24.9,70.38,Vibration Spike
450.0,1.83,0.26,87.15,20.75,97.65,64.6,85.5,39.15,37.8,23.0,36.55,24.75,71.23,Vibration Spike
455.0,1.84,0.26,87.45,20.65,97.8,64.9,85.8,39.2,37.75,23.1,37.05,24.55,72.62,Vibration Spike
460.0,1.85,0.26,87.75,20.45,98.0,65.15,86.05,39.25,37.7,23.0,37.05,24.6,73.79,Vibration Spike
465.0,1.86,0.26,88.1,20.35,98.3,65.45,86.4,39.5,37.75,23.1,37.4,24.65,74.78,Vibration Spike
470.0,1.86,0.26,88.4,20.15,98.45,65.7,86.65,39.75,37.85,23.0,37.4,24.65,76.18,Vibration Spike
475.0,1.87,0.26,88.7,20.0,98.65,66.0,86.95,40.05,38.1,23.1,37.6,24.85,77.22,Vibration Spike
480.0,1.87,0.26,88.95,19.85,98.85,66.35,87.25,40.4,38.4,23.2,37.95,24.85,77.86,Vibration Spike
485.0,1.87,0.26,89.2,19.7,99.05,66.7,87.5,40.75,38.9,23.2,37.75,25.0,78.76,Vibration Spike
490.0,1.88,0.26,89.45,19.5,99.15,67.0,87.7,40.95,39.2,23.15,38.25,24.85,79.16,Vibration Spike
495.0,1.87,0.26,89.7,19.4,99.35,67.35,87.95,41.15,39.4,23.1,38.0,24.85,79.01,Vibration Spike
500.0,1.87,0.26,89.9,19.3,99.45,67.7,88.2,41.4,39.55,23.15,37.9,25.0,78.78,Vibration Spike
505.0,1.87,0.26,90.1,19.2,99.55,68.0,88.4,41.5,39.65,23.25,38.55,24.9,78.84,Vibration Spike
510.0,1.87,0.25,90.25,19.05,99.6,68.35,88.6,41.45,39.65,23.25,38.65,24.85,78.3,Vibration Spike
515.0,1.86,0.25,90.45,18.9,99.7,68.65,88.75,41.4,39.4,23.25,38.25,24.9,77.83,Vibration Spike
520.0,1.85,0.25,90.6,18.75,99.75,68.9,88.9,41.3,39.4,23.2,38.55,25.0,77.4,Vibration Spike
525.0,1.84,0.25,90.75,18.7,99.85,69.3,89.05,41.15,39.3,23.1,38.1,24.8,76.82,Vibration Spike
530.0,1.84,0.25,90.9,18.6,99.95,69.55,89.2,41.0,39.1,23.2,38.15,24.9,76.39,Vibration Spike
535.0,1.83,0.25,91.05,18.55,99.7,69.85,89.4,40.95,38.9,23.15,38.6,24.9,76.16,Vibration Spike
540.0,1.83,0.25,91.2,18.4,99.7,70.05,89.55,40.75,38.85,23.15,38.2,24.9,76.41,Vibration Spike
545.0,1.84,0.25,91.4,18.35,99.75,70.3,89.7,40.65,38.8,23.2,38.1,24.95,76.46,Vibration Spike
550.0,1.84,0.25,91.6,18.3,99.8,70.55,89.9,40.65,38.85,23.15,37.95,25.0,77.15,Vibration Spike
555.0,1.85,0.25,91.8,18.2,99.95,70.8,90.15,40.6,39.05,23.1,38.4,24.9,78.02,Vibration Spike
560.0,1.86,0.25,92.0,18.15,100.1,71.05,90.35,40.45,39.0,23.3,38.25,24.95,78.56,Vibration Spike
565.0,1.87,0.25,92.25,18.05,100.3,71.3,90.55,40.5,38.95,23.35,37.9,24.95,79.38,Vibration Spike
570.0,1.88,0.25,92.35,17.95,100.45,71.55,90.8,40.55,39.1,23.4,38.25,24.9,79.81,Vibration Spike
575.0,1.89,0.25,92.55,17.85,100.6,71.75,91.0,40.6,39.2,23.3,38.35,25.1,80.24,Vibration Spike
580.0,1.89,0.25,92.9,17.8,100.75,72.0,91.25,40.6,39.25,23.25,37.65,24.95,80.62,Vibration Spike
585.0,1.89,0.24,93.05,17.65,100.9,72.3,91.45,40.7,39.3,23.3,38.2,25.0,80.73,Vibration Spike
590.0,1.89,0.24,93.2,17.6,101.1,72.5,91.7,40.85,39.25,23.45,37.95,25.1,80.55,Vibration Spike
595.0,1.9,0.24,93.4,17.55,101.3,72.8,91.9,40.9,39.25,23.45,37.95,25.2,80.66,Vibration Spike
600.0,1.9,0.24,93.6,17.45,101.4,73.05,92.1,41.1,39.3,23.5,38.0,25.15,81.0,Vibration Spike
605.0,1.9,0.24,93.85,17.4,101.55,73.3,92.3,41.2,39.45,23.55,38.5,25.0,81.35,Vibration Spike
610.0,1.9,0.24,93.95,17.3,101.75,73.5,92.5,41.3,39.4,23.55,38.55,25.1,81.51,Vibration Spike
615.0,1.9,0.24,94.1,17.25,101.85,73.8,92.7,41.55,39.5,23.65,38.8,25.25,81.94,Vibration Spike
620.0,1.9,0.24,94.35,17.15,101.95,74.05,92.85,41.65,39.55,23.65,38.4,25.3,82.44,Vibration Spike
625.0,1.9,0.24,94.55,17.1,102.1,74.3,93.05,41.8,39.6,23.6,38.85,25.25,82.61,Vibration Spike
630.0,1.9,0.24,94.7,17.05,102.2,74.55,93.2,41.85,39.85,23.4,38.75,25.2,82.95,Vibration Spike
635.0,1.9,0.24,94.85,16.95,102.3,74.85,93.4,42.0,40.05,23.35,39.1,25.3,83.24,Vibration Spike
640.0,1.89,0.24,94.95,16.9,102.4,75.1,93.55,41.95,40.0,23.4,39.25,25.25,83.35,Vibration Spike
645.0,1.89,0.24,95.15,16.75,102.45,75.35,93.7,42.0,39.9,23.35,39.8,25.15,83.52,Vibration Spike
650.0,1.89,0.24,95.35,16.75,102.5,75.6,93.85,42.05,40.1,23.4,39.3,25.3,83.6,Vibration Spike
655.0,1.89,0.24,95.5,16.7,102.55,75.9,94.05,42.1,40.2,23.45,39.0,25.3,83.72,Vibration Spike
660.0,1.89,0.24,95.65,16.65,102.7,76.15,94.2,42.1,40.3,23.5,39.3,25.45,83.56,Vibration Spike
665.0,1.9,0.24,95.8,16.6,102.8,76.4,94.4,42.0,40.4,23.55,39.15,25.45,83.18,Vibration Spike
670.0,1.9,0.23,96.0,16.45,102.9,76.6,94.55,41.8,40.3,23.55,39.55,25.4,82.93,Vibration Spike
675.0,1.9,0.23,96.25,16.4,103.0,76.85,94.65,41.55,40.2,23.55,39.05,25.45,82.52,Vibration Spike
680.0,1.9,0.23,96.35,16.4,103.25,77.1,94.8,41.45,39.9,23.45,38.9,25.55,82.27,Vibration Spike
685.0,1.9,0.23,96.5,16.35,103.35,77.35,95.0,41.25,39.8,23.55,39.05,25.55,82.11,Vibration Spike
690.0,1.9,0.23,96.65,16.25,103.45,77.6,95.15,41.05,39.65,23.8,39.05,25.55,81.93,Vibration Spike
695.0,1.9,0.23,96.8,16.25,103.6,77.85,95.3,41.05,39.5,23.7,38.45,25.55,82.09,Vibration Spike
700.0,1.91,0.23,97.0,16.2,103.7,78.1,95.55,41.0,39.3,23.7,38.5,25.7,82.53,Vibration Spike
705.0,1.91,0.23,97.15,16.15,103.75,78.3,95.65,41.05,39.3,23.55,38.8,25.75,83.15,Vibration Spike
710.0,1.91,0.23,97.3,16.05,103.9,78.5,95.85,41.2,39.4,23.6,38.55,25.6,84.06,Vibration Spike
715.0,1.92,0.23,97.5,16.0,104.05,78.75,96.05,41.25,39.55,23.6,39.15,25.6,84.87,Vibration Spike
720.0,1.92,0.24,97.7,16.0,104.2,79.0,96.2,41.45,39.7,23.6,38.9,25.65,85.79,Vibration Spike
725.0,1.93,0.24,97.85,15.9,104.35,79.25,96.4,41.7,39.85,23.45,39.55,25.55,86.76,Vibration Spike
730.0,1.93,0.24,98.05,15.9,104.5,79.5,96.6,41.9,39.95,23.65,39.85,25.75,87.25,Vibration Spike
735.0,1.93,0.24,98.2,15.8,104.6,79.75,96.8,42.15,40.15,23.65,39.7,25.7,87.59,Vibration Spike
740.0,1.93,0.23,98.35,15.7,104.65,80.0,96.9,42.3,40.45,23.55,39.45,25.65,87.93,Vibration Spike
745.0,1.93,0.23,98.5,15.7,104.75,80.3,97.05,42.45,40.55,23.7,40.15,25.7,88.05,Vibration Spike
750.0,1.92,0.23,98.65,15.6,104.85,80.55,97.2,42.55,40.75,23.75,39.85,25.75,87.89,Vibration Spike
755.0,1.92,0.23,98.8,15.5,104.9,80.8,97.35,42.6,40.7,23.8,39.15,25.85,87.42,Vibration Spike
760.0,1.92,0.23,98.85,15.5,104.95,81.05,97.45,42.6,40.9,23.8,39.6,25.85,86.85,Vibration Spike
765.0,1.92,0.23,98.95,15.45,105.1,81.3,97.55,42.55,40.85,23.8,39.65,25.95,86.43,Vibration Spike
770.0,1.91,0.23,99.1,15.4,105.15,81.5,97.65,42.45,40.7,23.8,39.4,25.7,85.79,Vibration Spike
775.0,1.91,0.22,99.2,15.35,105.2,81.7,97.75,42.35,40.6,23.8,39.0,25.85,85.31,Vibration Spike
780.0,1.91,0.22,99.35,15.3,105.3,81.85,97.85,42.2,40.4,23.85,39.25,25.85,85.03,Vibration Spike
785.0,1.91,0.22,99.45,15.3,105.45,82.1,98.0,42.1,40.3,23.85,39.55,25.85,84.9,Vibration Spike
790.0,1.91,0.22,99.6,15.25,105.55,82.2,98.1,41.9,40.2,23.8,39.5,26.0,84.69,Vibration Spike
795.0,1.91,0.22,99.75,15.25,105.65,82.45,98.25,41.8,40.1,23.8,39.5,25.85,84.96,Vibration Spike
800.0,1.91,0.22,99.9,15.2,105.7,82.65,98.4,41.65,40.05,23.8,39.6,26.05,85.35,Vibration Spike
805.0,1.92,0.22,100.05,15.15,105.8,82.85,98.55,41.65,40.15,23.75,38.9,26.05,85.83,Vibration Spike
810.0,1.93,0.23,100.2,15.15,105.95,83.1,98.7,41.65,40.15,23.7,39.15,26.1,86.53,Vibration Spike
815.0,1.93,0.23,100.35,15.05,106.0,83.25,98.85,41.65,40.1,23.7,39.4,26.05,86.97,Vibration Spike
820.0,1.94,0.23,100.5,15.05,106.15,83.5,99.0,41.8,40.25,23.75,39.5,26.0,87.83,Vibration Spike
825.0,1.95,0.23,100.65,15.05,106.3,83.7,99.15,41.95,40.4,23.8,39.15,26.1,88.42,Vibration Spike
830.0,1.95,0.23,100.85,15.0,106.45,83.9,99.35,42.1,40.45,23.75,39.6,26.05,88.97,Vibration Spike
835.0,1.95,0.23,100.95,14.95,106.6,84.2,99.55,42.2,40.55,23.8,39.7,26.0,89.13,Vibration Spike
840.0,1.95,0.23,101.05,14.9,106.75,84.4,99.7,42.3,40.8,23.95,40.1,25.95,89.26,Vibration Spike
845.0,1.95,0.23,101.25,14.85,106.85,84.65,99.8,42.45,40.6,24.2,40.35,25.95,89.17,Vibration Spike
850.0,1.95,0.22,101.45,14.85,106.95,84.9,100.0,42.55,40.8,24.2,40.0,26.2,89.28,Vibration Spike
855.0,1.95,0.22,101.6,14.8,107.1,85.05,100.1,42.65,40.85,24.15,40.05,26.2,89.15,Vibration Spike
860.0,1.95,0.22,101.7,14.8,107.15,85.25,100.25,42.7,40.8,24.15,40.25,26.2,88.79,Vibration Spike
865.0,1.94,0.22,101.8,14.75,107.25,85.5,100.3,42.7,40.8,24.25,40.3,26.15,88.75,Vibration Spike
870.0,1.94,0.22,101.85,14.75,107.35,85.7,100.45,42.7,40.85,24.15,40.45,26.15,88.8,Vibration Spike
875.0,1.93,0.22,101.95,14.7,107.4,85.85,100.55,42.7,40.85,24.05,40.25,26.25,88.7,Vibration Spike
880.0,1.93,0.22,102.05,14.65,107.4,86.0,100.65,42.7,40.8,23.9,40.35,26.2,88.51,Vibration Spike
885.0,1.93,0.22,102.2,14.7,107.45,86.25,100.8,42.65,41.05,23.95,40.25,26.3,88.59,Vibration Spike
890.0,1.9,0.2,102.2,14.55,107.4,86.3,100.7,42.45,40.75,23.95,39.8,26.2,87.81,Vibration Spike
895.0,1.87,0.2,102.2,14.6,107.5,86.45,100.7,41.95,40.3,24.0,39.7,26.3,80.74,Vibration Spike
900.0,1.83,0.19,102.15,14.65,107.45,86.55,100.65,41.3,39.65,24.0,38.85,26.05,75.88,Vibration Spike
905.0,1.8,0.19,102.1,14.7,107.45,86.65,100.6,40.65,39.15,23.9,39.0,25.8,73.94,Vibration Spike
910.0,1.77,0.19,102.0,14.65,107.35,86.65,100.5,40.0,38.65,23.85,38.5,26.0,71.96,Vibration Spike
915.0,1.75,0.18,101.85,14.7,107.25,86.7,100.35,39.35,38.1,23.95,37.85,26.0,69.93,Vibration Spike
920.0,1.73,0.18,101.8,14.7,107.1,86.7,100.2,38.8,37.5,23.95,37.55,26.1,67.8,Vibration Spike
925.0,1.72,0.18,101.7,14.7,107.0,86.75,100.1,38.35,37.0,23.9,37.3,26.0,65.98,Vibration Spike
930.0,1.7,0.17,101.6,14.8,106.9,86.75,100.0,37.8,36.35,23.85,36.7,26.05,63.95,Vibration Spike
935.0,1.69,0.17,101.5,14.85,106.8,86.65,99.9,37.3,35.95,23.8,36.3,25.7,62.46,Vibration Spike
940.0,1.68,0.17,101.45,14.9,106.6,86.65,99.8,36.8,35.6,23.65,36.3,25.7,61.12,Vibration Spike
945.0,1.66,0.17,101.35,14.95,106.4,86.55,99.7,36.35,35.25,23.55,35.9,25.55,59.9,Vibration Spike
950.0,1.65,0.17,101.3,15.0,106.2,86.55,99.6,35.95,34.7,23.5,35.6,25.35,58.84,Vibration Spike
955.0,1.64,0.17,101.15,15.0,106.0,86.5,99.5,35.5,34.2,23.4,35.2,25.15,57.88,Vibration Spike
960.0,1.63,0.17,101.05,15.1,105.9,86.45,99.4,35.15,33.75,23.35,34.65,24.95,57.06,Vibration Spike
965.0,1.62,0.17,100.95,15.15,105.7,86.4,99.3,34.9,33.45,23.2,34.9,25.2,56.26,Vibration Spike
970.0,1.61,0.16,100.9,15.15,105.55,86.3,99.2,34.6,32.95,23.1,34.7,25.2,55.58,Vibration Spike
975.0,1.6,0.16,100.85,15.15,105.3,86.25,99.1,34.3,32.8,23.0,34.4,25.25,54.86,Vibration Spike
980.0,1.6,0.16,100.75,15.25,105.15,86.2,99.05,34.05,32.55,22.85,34.0,25.15,54.27,Vibration Spike
985.0,1.59,0.16,100.65,15.3,105.0,86.15,98.95,33.8,32.15,22.9,33.85,25.15,53.58,Vibration Spike
990.0,1.58,0.16,100.5,15.35,104.9,86.1,98.8,33.55,31.95,22.75,33.45,24.95,52.81,Vibration Spike
995.0,1.57,0.16,100.5,15.4,104.75,86.05,98.7,33.35,31.65,22.7,33.65,24.85,52.06,Vibration Spike
1000.0,1.56,0.16,100.4,15.4,104.55,85.95,98.6,33.1,31.35,22.6,33.75,24.45,51.5,Vibration Spike
1005.0,1.55,0.16,100.3,15.4,104.4,85.95,98.5,32.85,31.2,22.45,33.45,24.6,50.86,Vibration Spike
1010.0,1.54,0.16,100.2,15.5,104.2,85.95,98.45,32.7,31.1,22.5,32.9,24.65,50.34,Vibration Spike
1015.0,1.54,0.16,100.2,15.55,104.05,85.85,98.35,32.55,30.9,22.7,33.3,24.6,49.93,Vibration Spike
1020.0,1.53,0.16,100.1,15.6,103.85,85.8,98.25,32.45,30.7,22.8,32.9,24.35,49.72,Vibration Spike
1025.0,1.53,0.16,99.95,15.6,103.65,85.7,98.15,32.4,30.7,22.65,32.9,24.35,49.37,Vibration Spike
1030.0,1.52,0.16,99.9,15.65,103.5,85.65,98.05,32.25,30.6,22.65,33.2,24.2,49.07,Vibration Spike
1035.0,1.51,0.16,99.75,15.65,103.25,85.55,97.95,32.15,30.5,22.7,32.95,24.35,48.85,Vibration Spike
1040.0,1.51,0.16,99.65,15.7,103.15,85.5,97.85,32.15,30.45,22.55,32.45,24.4,48.45,Vibration Spike
1045.0,1.5,0.16,99.6,15.75,103.0,85.4,97.8,32.1,30.5,22.45,32.6,24.25,48.33,Vibration Spike
1050.0,1.5,0.16,99.5,15.75,102.8,85.25,97.6,32.0,30.3,22.55,32.35,24.2,47.95,Vibration Spike
1055.0,1.49,0.16,99.4,15.75,102.65,85.2,97.55,31.95,30.25,22.5,32.65,24.3,47.49,Vibration Spike
1060.0,1.48,0.16,99.3,15.8,102.45,85.15,97.45,31.85,30.05,22.55,33.05,24.25,47.18,Vibration Spike
1065.0,1.48,0.16,99.2,15.8,102.3,85.05,97.35,31.75,30.0,22.7,32.95,24.35,46.52,Vibration Spike
1070.0,1.49,0.21,99.15,15.9,102.05,84.95,97.35,31.8,30.15,22.9,32.7,24.4,46.54,Vibration Spike
1075.0,1.53,0.21,99.3,15.9,101.8,84.95,97.55,32.55,30.85,23.1,32.95,24.75,52.62,Vibration Spike
1080.0,1.57,0.21,99.35,15.9,101.65,85.05,97.7,33.85,31.5,23.3,33.45,24.9,62.84,Vibration Spike
