sec,PD,PS,TD,TS,T.Top,T.Bottom,T.Cond in,T Cond mid,T Cond Out,Air in Cond,Ait Out Cond,Ambient outdoor,Speed Comp,label
2380.0,1.46,0.2,98.8,18.3,102.45,90.65,36.65,23.25,32.15,22.05,25.9,23.85,0.0,Unlabeled
2385.0,1.45,0.27,98.1,20.3,101.85,90.25,37.0,23.1,32.0,21.75,25.65,23.7,0.0,Unlabeled
2390.0,1.47,0.3,98.0,21.65,101.2,90.1,38.5,23.0,32.0,21.6,25.3,23.7,0.0,Unlabeled
2395.0,1.66,0.24,99.5,18.45,100.75,90.0,66.45,22.9,29.9,21.55,26.5,23.55,29.51,Unlabeled
2400.0,1.75,0.2,101.45,17.2,100.95,90.15,83.3,22.65,26.25,21.6,28.85,23.5,54.21,Unlabeled
2405.0,1.72,0.18,102.8,16.4,101.35,90.35,91.5,23.25,24.35,21.7,29.55,23.5,60.24,Unlabeled
2410.0,1.66,0.17,103.5,15.9,101.9,90.55,95.85,27.65,23.65,21.9,30.8,23.6,60.29,Unlabeled
2415.0,1.63,0.16,104.0,15.55,102.35,90.65,98.35,30.8,24.25,22.05,31.55,23.75,60.28,Unlabeled
2420.0,1.59,0.15,104.3,15.35,102.75,90.65,99.9,31.9,28.55,22.35,32.05,24.05,60.27,Unlabeled
2425.0,1.55,0.14,104.45,15.15,103.05,90.75,100.75,32.2,30.95,22.75,32.45,24.25,60.27,Unlabeled
2430.0,1.53,0.12,104.5,15.0,103.65,90.75,101.2,32.45,30.95,23.0,32.75,24.4,60.27,Unlabeled
2435.0,1.51,0.11,104.5,14.85,103.65,90.8,101.55,32.7,30.45,23.3,33.1,24.65,60.28,Unlabeled
2440.0,1.51,0.15,104.5,14.9,104.0,90.8,101.8,32.7,30.3,23.5,32.8,24.9,60.22,Unlabeled
2445.0,1.52,0.16,104.7,14.9,104.2,90.85,102.1,32.9,30.95,23.7,33.1,25.1,60.18,Unlabeled
2450.0,1.53,0.17,104.75,14.85,104.35,90.85,102.35,33.25,31.5,23.95,33.4,25.3,60.2,Unlabeled
2455.0,1.55,0.18,104.8,14.85,104.45,90.85,102.5,33.9,32.25,24.2,33.5,25.55,60.2,Unlabeled
2460.0,1.57,0.19,104.85,14.9,104.5,90.95,102.65,34.15,33.05,24.5,33.65,25.75,60.2,Unlabeled
2465.0,1.58,0.19,104.8,14.9,104.5,90.95,102.7,34.35,33.5,24.8,33.95,26.05,60.21,Unlabeled
2470.0,1.59,0.21,104.75,14.9,104.5,90.95,102.75,34.65,34.05,24.95,34.05,26.2,60.21,Unlabeled
2475.0,1.61,0.22,104.75,14.9,104.45,91.0,102.75,35.05,34.4,25.15,34.75,26.45,60.2,Unlabeled
2480.0,1.63,0.23,104.65,14.95,104.35,91.05,102.7,35.5,34.8,25.25,35.3,26.65,60.2,Unlabeled
2485.0,1.64,0.24,104.55,14.95,104.2,91.15,102.7,36.0,35.25,25.35,35.4,26.7,60.2,Unlabeled
2490.0,1.66,0.25,104.3,15.0,104.0,91.2,102.6,36.55,35.75,25.4,35.85,26.9,60.2,Unlabeled
2495.0,1.68,0.26,104.15,15.0,103.8,91.3,102.45,36.95,36.15,25.45,35.95,26.8,60.2,Unlabeled
2500.0,1.7,0.27,103.95,15.1,103.5,91.35,102.25,37.35,36.55,25.45,36.8,26.7,60.2,Unlabeled
2505.0,1.71,0.27,103.75,15.1,103.2,91.4,102.1,37.85,37.0,25.3,37.15,26.8,60.21,Unlabeled
2510.0,1.73,0.28,103.5,15.1,102.85,91.45,101.9,38.25,37.4,25.35,37.05,26.85,60.21,Unlabeled
2515.0,1.75,0.29,103.25,15.15,102.5,91.45,101.7,38.6,37.75,25.25,37.6,26.85,60.21,Unlabeled
2520.0,1.76,0.29,102.95,15.15,102.15,91.5,101.45,39.0,38.0,25.05,37.5,26.95,60.21,Unlabeled
2525.0,1.78,0.29,102.75,15.1,101.75,91.4,101.2,39.25,38.25,25.0,37.85,26.95,60.22,Unlabeled
2530.0,1.79,0.29,102.55,15.15,101.45,91.4,100.95,39.5,38.3,25.05,37.6,26.75,60.22,Unlabeled
2535.0,1.8,0.3,102.3,15.15,101.35,91.45,100.7,39.7,38.5,25.05,38.0,26.85,60.22,Unlabeled
2540.0,1.82,0.3,101.9,15.1,100.65,91.4,100.45,39.85,38.6,25.2,37.85,26.9,60.22,Unlabeled
2545.0,1.83,0.3,101.7,15.1,100.35,91.45,100.25,40.25,38.75,25.5,38.2,26.85,60.22,Unlabeled
2550.0,1.84,0.3,101.4,15.1,100.0,91.45,99.95,40.45,39.0,25.45,38.3,27.15,60.22,Unlabeled
2555.0,1.85,0.3,101.15,15.05,99.95,91.4,99.65,40.55,39.2,25.55,38.5,27.05,60.22,Unlabeled
2560.0,1.85,0.3,100.9,15.05,99.4,91.3,99.4,40.65,39.3,25.55,38.75,26.95,60.23,Unlabeled
2565.0,1.85,0.31,100.7,15.05,99.15,91.3,99.15,40.75,39.4,25.35,38.5,26.95,60.23,Unlabeled
2570.0,1.86,0.3,100.45,14.95,98.8,91.15,98.95,40.7,39.5,25.05,39.25,26.75,60.23,Unlabeled
2575.0,1.89,0.28,100.3,14.8,98.6,91.15,98.8,40.85,39.8,24.95,38.75,26.8,64.22,Unlabeled
2580.0,1.92,0.26,100.35,14.7,98.65,91.15,98.9,41.4,40.15,24.85,39.25,26.95,73.79,Unlabeled
2585.0,1.96,0.24,100.6,14.45,98.95,91.25,99.2,42.15,40.85,25.05,39.7,26.9,83.79,Unlabeled
2590.0,1.98,0.23,100.95,14.25,99.6,91.3,99.55,42.8,41.5,24.85,40.35,26.8,93.53,Unlabeled
2595.0,2.0,0.22,101.45,14.1,100.4,91.55,100.0,43.3,41.95,24.9,40.85,26.8,100.38,Unlabeled
2600.0,2.0,0.22,101.9,14.0,101.1,91.7,100.4,43.7,42.2,24.95,41.15,26.7,99.28,Anomaly
2605.0,2.01,0.22,102.3,13.9,101.85,91.85,100.75,43.8,42.45,25.0,41.7,26.7,98.18,Anomaly
2610.0,2.0,0.21,102.6,13.85,102.6,91.95,101.1,43.85,42.4,25.3,41.2,26.95,96.83,Anomaly
2615.0,2.0,0.21,102.9,13.85,103.3,92.1,101.4,43.9,42.25,25.5,41.3,26.85,95.69,Anomaly
2620.0,1.99,0.21,103.15,13.85,103.95,92.15,101.7,43.8,42.2,25.3,41.5,26.7,94.95,Anomaly
2625.0,1.99,0.21,103.4,13.8,104.55,92.25,101.95,43.7,42.2,25.35,41.0,26.65,94.12,Anomaly
2630.0,1.98,0.21,103.6,13.8,105.15,92.4,102.15,43.55,42.05,25.2,40.75,26.8,93.39,Anomaly
2635.0,1.98,0.21,103.8,13.75,105.65,92.45,102.35,43.5,41.9,25.15,40.85,26.8,93.29,Anomaly
2640.0,1.98,0.21,103.95,13.7,106.1,92.55,102.55,43.45,41.85,25.05,40.6,26.95,93.84,Anomaly
2645.0,1.98,0.21,104.15,13.7,106.5,92.7,102.75,43.45,41.9,25.05,40.25,27.05,94.21,Anomaly
2650.0,1.98,0.21,104.35,13.65,106.85,92.75,102.9,43.5,42.0,24.95,40.6,27.1,94.92,Anomaly
2655.0,1.99,0.21,104.55,13.6,107.15,92.9,103.1,43.55,42.2,25.0,40.65,26.95,95.53,Anomaly
2660.0,1.99,0.21,104.7,13.55,107.4,92.95,103.25,43.65,42.2,25.0,40.8,27.05,95.78,Anomaly
2665.0,1.99,0.21,104.85,13.5,107.75,93.15,103.4,43.7,42.3,24.95,40.65,26.95,96.18,Anomaly
2670.0,2.0,0.21,104.95,13.5,108.0,93.2,103.6,43.8,42.5,24.95,41.05,26.95,96.44,Anomaly
2675.0,2.0,0.21,105.15,13.45,108.3,93.35,103.8,43.75,42.4,25.0,41.2,27.05,96.21,Anomaly
2680.0,2.0,0.21,105.35,13.45,108.5,93.45,103.9,43.7,42.4,24.9,41.45,27.0,96.13,Anomaly
2685.0,2.0,0.21,105.5,13.35,108.75,93.55,104.05,43.6,42.3,24.9,41.65,26.75,95.66,Anomaly
2690.0,2.0,0.21,105.7,13.35,109.05,93.7,104.2,43.55,42.25,24.95,40.85,26.95,95.21,Anomaly
2695.0,2.0,0.21,105.75,13.3,109.25,93.75,104.35,43.55,42.05,25.05,40.95,27.0,94.74,Anomaly
2700.0,2.0,0.21,105.9,13.35,109.55,93.85,104.5,43.55,41.95,24.9,40.6,26.8,94.48,Anomaly
2705.0,1.99,0.21,106.05,13.3,109.7,93.95,104.6,43.4,41.85,24.85,40.4,26.85,94.08,Anomaly
2710.0,1.99,0.21,106.15,13.3,110.0,94.0,104.75,43.45,41.8,24.85,40.0,26.75,93.79,Anomaly
2715.0,1.99,0.21,106.25,13.3,110.2,94.1,104.9,43.4,41.85,24.8,40.15,26.7,93.84,Anomaly
2720.0,1.98,0.21,106.4,13.3,110.4,94.15,105.0,43.4,41.7,24.65,40.8,26.7,93.9,Anomaly
2725.0,1.98,0.21,106.5,13.25,110.5,94.25,105.1,43.35,41.7,24.55,40.95,26.6,94.22,Anomaly
2730.0,1.98,0.21,106.65,13.2,110.65,94.3,105.15,43.35,41.8,24.4,40.6,26.85,94.68,Anomaly
2735.0,1.98,0.21,106.75,13.2,110.75,94.35,105.3,43.4,41.85,24.4,41.15,27.0,95.0,Anomaly
2740.0,1.98,0.21,106.85,13.1,110.8,94.45,105.4,43.5,41.9,24.45,41.3,26.75,95.2,Anomaly
2745.0,1.98,0.21,106.95,13.1,110.9,94.5,105.55,43.6,42.2,24.55,40.85,27.0,95.56,Anomaly
2750.0,1.98,0.21,107.05,13.05,111.0,94.6,105.65,43.6,42.15,24.45,41.4,26.85,95.61,Anomaly
2755.0,1.98,0.21,107.1,13.05,111.1,94.65,105.75,43.5,42.1,24.4,41.3,26.8,95.21,Anomaly
2760.0,1.97,0.21,107.25,13.05,111.2,94.8,105.85,43.45,42.1,24.45,41.1,26.85,95.02,Anomaly
2765.0,1.98,0.21,107.35,12.95,111.3,94.8,106.0,43.4,42.0,24.5,41.05,26.85,94.78,Anomaly
2770.0,1.97,0.2,107.45,12.95,111.35,94.85,106.0,43.35,41.9,24.4,40.95,27.0,94.39,Anomaly
2775.0,1.97,0.2,107.55,12.9,111.4,94.9,106.15,43.25,41.8,24.35,41.05,26.75,93.62,Anomaly
2780.0,1.96,0.2,107.55,12.9,111.55,95.0,106.2,43.15,41.6,24.4,40.6,26.85,93.25,Anomaly
2785.0,1.96,0.2,107.7,12.9,111.65,95.1,106.3,43.05,41.55,24.45,40.3,26.9,92.73,Anomaly
2790.0,1.95,0.2,107.75,12.85,111.7,95.15,106.3,42.9,41.25,24.4,40.55,26.85,92.16,Anomaly
2795.0,1.95,0.2,107.85,12.85,111.75,95.15,106.35,42.75,41.15,24.5,40.5,26.85,92.13,Anomaly
2800.0,1.95,0.2,107.95,12.8,111.8,95.25,106.5,42.65,41.1,24.4,40.35,27.0,91.96,Anomaly
2805.0,1.95,0.2,107.95,12.8,111.85,95.3,106.55,42.55,40.9,24.3,40.85,26.6,92.13,Anomaly
2810.0,1.95,0.2,108.0,12.8,111.9,95.35,106.65,42.55,41.0,24.35,40.75,26.8,92.37,Anomaly
2815.0,1.95,0.2,108.15,12.75,112.0,95.45,106.7,42.55,41.0,24.3,39.9,26.85,92.8,Anomaly
2820.0,1.95,0.2,108.2,12.75,112.05,95.45,106.8,42.6,41.0,24.25,39.9,26.85,93.12,Anomaly
2825.0,1.95,0.2,108.3,12.7,112.1,95.55,106.85,42.7,41.15,24.3,40.05,26.7,93.29,Anomaly
2830.0,1.96,0.2,108.35,12.7,112.2,95.6,106.95,42.85,41.25,24.4,40.8,26.7,93.52,Anomaly
2835.0,1.96,0.2,108.4,12.7,112.25,95.65,107.05,42.9,41.4,24.55,40.85,26.6,93.82,Anomaly
2840.0,1.96,0.2,108.45,12.65,112.35,95.7,107.1,43.0,41.35,24.5,40.25,26.6,94.01,Anomaly
2845.0,1.96,0.2,108.55,12.55,112.35,95.8,107.15,43.0,41.45,24.55,40.75,26.55,93.94,Anomaly
2850.0,1.96,0.2,108.6,12.55,112.4,95.9,107.2,43.05,41.65,24.4,40.55,26.6,93.71,Anomaly
2855.0,1.96,0.2,108.7,12.55,112.45,95.95,107.25,42.95,41.6,24.45,41.1,26.6,93.41,Anomaly
2860.0,1.95,0.2,108.7,12.55,112.55,96.05,107.3,42.95,41.5,24.4,40.4,26.8,93.19,Anomaly
2865.0,1.95,0.2,108.8,12.6,112.6,96.15,107.4,43.0,41.5,24.35,40.15,26.85,92.75,Anomaly
2870.0,1.95,0.2,108.8,12.5,112.55,96.2,107.45,42.9,41.4,24.25,40.35,26.9,92.18,Anomaly
2875.0,1.95,0.2,108.9,12.45,112.55,96.2,107.45,42.85,41.35,24.35,40.8,26.85,92.37,Anomaly
2880.0,1.95,0.2,108.95,12.45,112.55,96.25,107.5,42.75,41.25,24.35,41.4,26.7,92.14,Anomaly
2885.0,1.94,0.2,109.0,12.5,112.6,96.35,107.55,42.65,40.95,24.5,40.7,26.6,91.76,Anomaly
2890.0,1.94,0.2,108.95,12.45,112.6,96.4,107.55,42.6,40.85,24.4,40.65,26.55,91.82,Anomaly
2895.0,1.94,0.2,109.0,12.45,112.6,96.4,107.65,42.6,40.8,24.35,40.25,26.6,92.12,Anomaly
2900.0,1.94,0.2,109.05,12.45,112.55,96.5,107.65,42.6,40.85,24.3,40.25,26.7,91.91,Anomaly
2905.0,1.94,0.2,109.1,12.45,112.55,96.55,107.75,42.65,41.05,24.25,40.45,26.85,92.32,Anomaly
2910.0,1.94,0.2,109.2,12.45,112.55,96.6,107.75,42.6,41.1,24.2,40.85,26.65,92.7,Anomaly
2915.0,1.92,0.19,109.2,12.45,112.6,96.65,107.75,42.45,40.95,24.05,40.1,26.5,92.12,Anomaly
2920.0,1.88,0.18,109.15,12.4,112.55,96.7,107.65,41.95,40.45,24.05,40.15,26.6,86.36,Anomaly
2925.0,1.84,0.17,108.95,12.4,112.45,96.7,107.5,41.3,39.8,24.0,39.6,26.6,81.18,Anomaly
2930.0,1.8,0.17,108.85,12.45,112.35,96.7,107.35,40.65,39.15,23.95,39.1,26.45,77.25,Anomaly
2935.0,1.77,0.16,108.7,12.5,112.1,96.65,107.2,39.95,38.45,24.0,38.2,26.3,73.76,Anomaly
2940.0,1.74,0.16,108.55,12.55,112.0,96.55,107.05,39.35,37.9,24.05,38.1,26.4,70.96,Anomaly
2945.0,1.73,0.15,108.4,12.65,111.9,96.4,106.85,38.7,37.3,24.15,37.45,26.4,68.94,Anomaly
2950.0,1.7,0.13,108.25,12.65,111.7,96.35,106.55,38.05,36.65,24.15,37.1,26.5,66.17,Anomaly
2955.0,1.66,0.11,107.95,12.7,111.55,96.25,106.2,37.25,35.8,24.1,36.2,26.25,57.71,Anomaly
2960.0,1.63,0.1,107.55,12.75,111.3,96.0,105.7,36.35,35.8,24.0,35.45,26.05,47.64,Anomaly
2965.0,1.6,0.09,107.1,12.8,110.95,95.75,105.15,35.5,35.65,23.8,34.15,26.0,38.0,Anomaly
2970.0,1.58,0.07,106.7,12.9,110.65,95.55,104.6,34.45,35.3,23.75,33.35,25.85,31.47,Anomaly
2975.0,1.58,0.05,106.25,13.0,110.25,95.3,104.05,33.05,35.0,23.85,32.25,25.5,31.39,Anomaly
2980.0,1.57,0.03,105.85,13.05,109.8,95.0,103.45,31.5,34.8,23.4,31.6,25.5,31.38,Anomaly
2985.0,1.56,0.01,105.35,13.05,109.3,94.75,102.85,29.95,34.65,23.15,30.8,25.2,31.39,Anomaly
2990.0,1.55,0.01,104.6,12.95,108.9,94.35,98.05,28.4,34.35,23.0,30.0,24.95,29.25,Anomaly
2995.0,1.53,0.01,104.0,13.7,108.5,94.05,79.45,26.95,34.0,22.9,29.0,24.95,13.11,Anomaly
3000.0,1.52,0.01,103.35,14.1,108.0,93.6,54.85,26.0,33.6,22.75,28.35,24.75,0.0,Anomaly
3005.0,1.51,0.01,102.7,14.55,107.5,93.2,44.45,25.4,33.4,22.55,27.95,24.7,0.0,Anomaly
3010.0,1.51,0.01,102.05,15.05,106.95,92.7,40.8,24.85,33.2,22.25,27.1,24.2,0.0,Anomaly
3015.0,1.5,0.01,101.45,15.75,106.3,92.3,39.1,24.45,33.1,22.1,26.85,24.0,0.0,Anomaly
3020.0,1.5,0.01,100.8,16.6,105.75,91.9,38.3,24.15,33.0,21.95,26.55,23.8,0.0,Anomaly
3025.0,1.49,0.01,100.2,17.95,105.25,91.55,38.2,23.9,32.9,21.95,26.1,23.8,0.0,Anomaly
3030.0,1.49,0.01,99.65,19.8,104.7,91.15,37.9,23.65,32.85,21.9,26.0,23.55,0.0,Anomaly
3035.0,1.49,0.01,99.05,22.0,104.05,90.75,37.2,23.4,32.8,21.7,25.55,23.55,0.0,Anomaly
3040.0,1.49,0.01,98.5,24.35,103.4,90.4,36.65,23.25,32.75,21.5,25.25,23.45,0.0,Anomaly
3045.0,1.47,0.07,97.9,26.8,102.75,90.0,36.2,23.0,32.6,21.5,25.05,23.4,0.0,Anomaly
3050.0,1.46,0.19,97.3,29.15,102.1,89.65,35.6,22.8,32.4,21.45,24.8,23.35,0.0,Anomaly
3055.0,1.43,0.26,96.65,31.1,101.5,89.3,35.0,22.65,32.2,21.55,24.65,23.25,0.0,Anomaly
3060.0,1.41,0.31,96.55,33.25,100.9,89.2,34.5,22.5,32.05,21.7,24.6,23.3,0.0,Anomaly
3065.0,1.68,0.25,97.75,25.4,100.35,89.05,53.7,22.55,29.7,21.85,25.05,23.3,17.58,Anomaly
3070.0,1.78,0.21,100.4,22.2,100.5,89.2,74.7,22.45,25.95,21.85,27.8,23.45,51.82,Anomaly
3075.0,1.74,0.19,102.3,20.1,100.9,89.45,86.2,22.6,24.05,21.95,29.1,23.45,59.79,Anomaly
3080.0,1.72,0.22,103.5,18.75,101.5,89.7,92.75,26.2,23.5,22.2,30.35,23.75,60.25,Anomaly
3085.0,1.71,0.24,104.15,17.8,101.9,89.85,96.95,31.0,23.6,22.45,31.95,23.85,60.18,Anomaly
3090.0,1.68,0.24,104.5,17.05,102.15,90.1,99.45,33.25,26.7,22.75,33.0,24.1,60.22,Anomaly
3095.0,1.66,0.24,104.65,16.45,102.35,90.25,100.75,34.7,31.65,23.2,33.75,24.45,60.24,Anomaly
3100.0,1.66,0.24,104.65,16.1,102.5,90.35,101.5,35.8,33.35,23.5,34.3,24.65,60.24,Anomaly
3105.0,1.67,0.24,104.55,15.75,102.55,90.5,101.9,36.2,34.0,23.7,34.9,24.9,60.23,Anomaly
3110.0,1.66,0.23,104.45,15.55,102.55,90.65,102.05,36.45,34.75,24.0,35.05,25.35,60.25,Anomaly
3115.0,1.66,0.22,104.25,15.4,102.55,90.7,102.1,36.55,35.05,24.2,35.2,25.7,60.25,Anomaly
3120.0,1.65,0.21,104.1,15.3,102.55,90.8,102.1,36.65,35.25,24.7,35.4,25.95,60.26,Anomaly
3125.0,1.64,0.21,104.1,15.2,102.65,90.8,102.05,36.65,35.45,24.95,36.0,26.25,60.25,Anomaly
3130.0,1.64,0.22,104.0,15.1,102.65,90.8,102.0,36.6,35.6,25.15,35.7,26.3,60.22,Anomaly
3135.0,1.66,0.23,103.95,15.05,102.6,90.85,101.95,36.85,35.85,25.4,35.95,26.55,60.2,Anomaly
3140.0,1.67,0.24,103.85,15.05,102.5,90.85,101.9,37.05,36.4,25.5,36.2,26.65,60.21,Anomaly
3145.0,1.69,0.26,103.65,15.05,102.4,90.9,101.85,37.2,36.7,25.75,36.55,26.65,60.2,Anomaly
3150.0,1.71,0.27,103.55,15.1,102.3,90.95,101.75,37.65,37.05,25.8,36.65,26.9,60.2,Anomaly
3155.0,1.74,0.28,103.35,15.15,102.0,90.95,101.6,38.15,37.5,25.7,37.25,26.95,60.19,Anomaly
3160.0,1.76,0.29,103.1,15.1,101.7,91.05,101.45,38.65,38.0,25.7,37.5,26.95,60.2,Anomaly
3165.0,1.79,0.3,102.85,15.1,101.45,91.1,101.25,39.05,38.45,25.7,37.5,26.95,60.2,Anomaly
3170.0,1.81,0.3,102.65,15.15,101.15,91.15,101.05,39.5,38.8,25.65,37.75,27.05,60.21,Anomaly
3175.0,1.82,0.3,102.4,15.15,100.9,91.15,100.8,39.9,39.05,25.6,38.2,27.15,60.21,Anomaly
3180.0,1.84,0.3,102.15,15.1,100.65,91.2,100.55,40.2,39.3,25.55,38.35,27.1,60.22,Anomaly
3185.0,1.85,0.3,101.95,15.1,100.35,91.2,100.35,40.4,39.35,25.4,38.65,27.1,60.22,Anomaly
3190.0,1.86,0.3,101.75,15.05,100.1,91.15,100.15,40.55,39.35,25.3,39.4,27.1,60.22,Anomaly
3195.0,1.86,0.3,101.5,15.1,99.95,91.15,99.95,40.8,39.2,25.2,39.05,26.9,60.24,Anomaly
3200.0,1.85,0.31,101.25,15.05,99.7,91.15,99.75,40.95,39.25,25.15,39.25,26.9,60.23,Anomaly
3205.0,1.85,0.31,101.05,15.05,99.45,91.15,99.6,41.05,39.45,25.2,39.1,26.95,60.23,Anomaly
3210.0,1.86,0.31,100.85,15.0,99.2,91.1,99.4,41.1,39.6,25.15,39.0,26.9,60.23,Anomaly
3215.0,1.86,0.31,100.65,14.95,98.9,91.05,99.15,41.1,39.6,25.15,39.15,26.9,60.23,Anomaly
3220.0,1.87,0.31,100.5,14.95,98.75,91.0,98.95,41.1,39.7,25.05,39.0,26.9,60.23,Anomaly
3225.0,1.88,0.31,100.3,14.9,98.55,90.95,98.8,41.15,39.8,25.0,39.05,27.0,60.23,Anomaly
3230.0,1.88,0.31,100.05,14.9,98.35,90.9,98.6,41.1,39.9,25.0,38.7,27.1,60.23,Anomaly
3235.0,1.88,0.31,99.9,14.9,98.15,90.8,98.4,41.05,39.95,24.9,38.9,26.95,60.23,Anomaly
3240.0,1.87,0.3,99.75,14.9,97.95,90.75,98.2,41.05,39.9,24.85,38.6,26.85,60.24,Anomaly
3245.0,1.89,0.29,99.55,14.75,97.85,90.75,98.1,41.25,40.0,24.75,38.7,26.55,62.37,Anomaly
3250.0,1.92,0.26,99.65,14.55,97.9,90.7,98.15,41.75,40.4,24.8,39.55,26.5,71.52,Anomaly
3255.0,1.95,0.24,99.8,14.35,98.3,90.75,98.45,42.4,40.8,24.7,40.3,26.5,81.18,Anomaly
3260.0,1.98,0.22,100.2,14.15,98.9,90.8,98.8,42.95,41.35,24.65,40.3,26.6,91.04,Anomaly
3265.0,1.99,0.21,100.75,13.95,99.7,90.95,99.25,43.4,41.75,24.7,40.3,26.5,100.4,Anomaly
3270.0,2.0,0.21,101.3,13.75,100.55,91.1,99.75,43.7,42.0,24.65,40.45,26.6,100.63,Anomaly
3275.0,2.0,0.21,101.7,13.6,101.4,91.3,100.2,43.7,42.05,24.6,40.7,26.6,99.09,Anomaly
3280.0,1.99,0.21,102.05,13.55,102.15,91.45,100.55,43.65,41.9,24.5,40.6,26.75,98.09,Anomaly
3285.0,1.99,0.2,102.3,13.45,102.95,91.55,100.85,43.5,41.8,24.65,40.15,26.7,96.88,Anomaly
3290.0,1.98,0.2,102.6,13.45,103.65,91.7,101.1,43.3,41.65,24.6,40.35,26.6,96.18,Anomaly
3295.0,1.97,0.2,102.85,13.35,104.2,91.8,101.35,43.25,41.5,24.65,40.5,26.65,95.86,Anomaly
3300.0,1.97,0.2,103.05,13.3,104.75,91.9,101.6,43.15,41.4,24.8,40.35,26.7,95.86,Anomaly
3305.0,1.97,0.2,103.3,13.3,105.3,92.0,101.8,43.2,41.55,24.7,40.75,26.65,95.87,Anomaly
3310.0,1.97,0.2,103.5,13.3,105.7,92.05,102.0,43.2,41.7,24.7,40.4,26.6,95.93,Anomaly
3315.0,1.97,0.21,103.7,13.2,106.15,92.1,102.2,43.25,41.75,24.6,40.55,26.45,96.48,Anomaly
3320.0,1.97,0.21,103.95,13.25,106.55,92.2,102.45,43.3,41.9,24.65,40.3,26.55,96.94,Anomaly
3325.0,1.98,0.21,104.15,13.2,106.95,92.25,102.65,43.4,42.1,24.7,40.05,26.7,97.46,Anomaly
3330.0,1.98,0.21,104.4,13.2,107.3,92.35,102.9,43.45,42.3,24.5,40.75,26.7,97.69,Anomaly
3335.0,1.98,0.21,104.6,13.15,107.7,92.45,103.1,43.5,42.35,24.6,40.95,26.65,97.68,Anomaly
3340.0,1.99,0.2,104.75,13.1,108.0,92.55,103.3,43.45,42.2,24.7,40.7,26.65,97.39,Anomaly
3345.0,1.99,0.2,105.0,13.1,108.35,92.6,103.5,43.4,42.1,24.65,40.7,26.6,96.86,Anomaly
3350.0,1.98,0.2,105.15,13.05,108.7,92.75,103.7,43.35,42.0,24.55,40.6,26.7,96.24,Anomaly
3355.0,1.98,0.2,105.3,13.05,109.0,92.8,103.9,43.2,41.8,24.4,40.5,26.85,95.87,Anomaly
3360.0,1.98,0.2,105.5,13.0,109.2,92.85,104.05,43.0,41.65,24.35,40.35,26.85,95.41,Anomaly
3365.0,1.97,0.2,105.65,13.0,109.45,92.9,104.15,42.95,41.45,24.35,40.3,26.7,95.09,Anomaly
3370.0,1.97,0.2,105.8,13.05,109.75,93.05,104.4,43.0,41.45,24.4,40.3,26.7,95.03,Anomaly
3375.0,1.97,0.2,105.95,13.05,110.0,93.15,104.55,43.0,41.45,24.25,40.65,26.5,94.97,Anomaly
3380.0,1.96,0.2,106.1,13.0,110.15,93.2,104.6,42.95,41.25,24.25,40.75,26.25,95.27,Anomaly
3385.0,1.97,0.2,106.25,12.9,110.3,93.3,104.8,42.95,41.4,24.25,40.75,26.3,95.82,Anomaly
3390.0,1.97,0.2,106.4,12.9,110.5,93.35,104.9,43.05,41.35,24.15,41.05,26.3,96.39,Anomaly
3395.0,1.97,0.2,106.5,12.9,110.6,93.45,105.15,43.25,41.55,24.25,40.95,26.4,96.91,Anomaly
3400.0,1.97,0.2,106.7,12.85,110.7,93.5,105.25,43.3,41.75,24.1,40.45,26.3,97.23,Anomaly
3405.0,1.97,0.2,106.8,12.8,110.8,93.6,105.4,43.35,41.85,24.1,40.75,26.35,97.17,Anomaly
3410.0,1.97,0.2,106.9,12.75,110.95,93.7,105.55,43.4,41.95,24.1,40.8,26.4,97.15,Anomaly
3415.0,1.97,0.2,107.05,12.75,111.05,93.8,105.7,43.4,41.95,24.05,40.6,26.4,96.89,Anomaly
3420.0,1.97,0.2,107.15,12.75,111.15,93.9,105.7,43.3,41.9,24.1,40.75,26.3,96.53,Anomaly
3425.0,1.96,0.2,107.35,12.65,111.25,93.95,105.85,43.3,41.75,24.15,40.85,26.6,96.24,Anomaly
3430.0,1.96,0.2,107.4,12.7,111.4,94.05,106.0,43.25,41.75,24.05,40.4,26.6,95.44,Anomaly
3435.0,1.95,0.2,107.5,12.6,111.55,94.15,106.1,43.15,41.5,24.2,41.0,26.35,94.72,Anomaly
3440.0,1.95,0.2,107.5,12.6,111.7,94.2,106.15,42.85,41.35,24.05,41.15,26.25,94.33,Anomaly
3445.0,1.94,0.2,107.65,12.6,111.85,94.3,106.2,42.65,41.1,24.05,41.15,26.3,93.86,Anomaly
3450.0,1.93,0.2,107.75,12.55,111.95,94.4,106.3,42.5,40.8,24.05,40.95,26.3,93.53,Anomaly
3455.0,1.94,0.2,107.8,12.55,112.0,94.45,106.4,42.45,40.8,23.85,40.2,26.3,93.07,Anomaly
3460.0,1.94,0.2,107.85,12.55,112.05,94.55,106.5,42.45,40.9,23.8,39.75,26.3,93.47,Anomaly
3465.0,1.94,0.2,107.95,12.55,112.15,94.6,106.55,42.4,40.7,23.85,40.25,26.25,93.52,Anomaly
3470.0,1.94,0.2,108.0,12.5,112.25,94.65,106.7,42.35,40.75,23.85,39.8,26.35,93.98,Anomaly
3475.0,1.95,0.2,108.15,12.45,112.4,94.7,106.75,42.45,40.75,23.9,40.0,26.4,94.61,Anomaly
